"No.","Object designation","Diameter in m","Impact date/time in UTC","IP max","PS max","TS","Years","IP cum","PS cum","Vel. in km/s","In list since in d"
"223","2024JN3","11 - 25*","2083-05-11 01:15","1/35587","-5.41","0","2076-2092","1/34843","-5.40","17.10","567"
"224","2020VN1","7 - 16*","2115-11-03 04:45","1/3322","-5.42","0","2115","1/3322","-5.42","11.56","1842"
"225","2019SJ","8 - 19*","2095-09-16 20:50","1/9090","-5.42","0","2062-2122","1/5882","-5.22","14.05","2259"
"226","2009FZ10","22 - 50*","2115-03-16 20:20","1/95238","-5.42","0","2111-2115","1/90909","-5.40","17.16","2210"
"227","2023HD6","9 - 21*","2077-04-15 16:31","1/16129","-5.42","0","2077","1/15479","-5.40","14.38","944"
"228","2025QP3","30 - 70*","2099-02-18 04:35","1/223214","-5.43","0","2063-2125","1/101832","-5.13","12.64","93"
"229","2011SM173","7 - 15*","2058-09-22 03:54","1/20746","-5.43","0","2058-2120","1/17241","-5.39","18.09","5171"
"230","2025UR","16 - 30*","2072-10-22 08:59","1/91743","-5.45","0","2072-2093","1/88495","-5.44","15.99","39"
"231","2013WM","50 - 100*","2047-11-20 11:34","1/7.94E6","-5.45","0","2047-2105","1/2.32E6","-5.24","37.48","4382"
"232","2023XU5","10 - 22*","2104-12-09 01:27","1/15197","-5.45","0","2089-2115","1/10940","-5.30","13.99","717"
"233","2008PK9","50 - 120*","2057-08-10 18:32","1/5.99E6","-5.46","0","2057-2066","1/4.22E6","-5.33","27.72","6252"
"234","2019FE","40 - 90*","2106-03-18 05:28","1/429184","-5.46","0","2095-2106","1/384615","-5.41","14.95","2443"
"235","2012BY1","18 - 40*","2043-01-25 16:49","1/518134","-5.46","0","2043-2117","1/268096","-5.32","21.39","5059"
"236","2021UT5","6 - 13*","2096-10-30 04:21","1/4950","-5.46","0","2075-2096","1/4081","-5.37","16.47","1487"
"237","2014OM207","4 - 9*","2101-07-25 21:35","1/1547","-5.46","0","2101","1/1543","-5.46","13.86","4136"
"238","2022KV6","40 - 100*","2070-05-27 10:06","1/2.92E6","-5.47","0","2070","1/1.68E6","-5.23","27.63","1270"
"239","2005CC37","80 - 180*","2117-01-13 15:54","1/1.66E6","-5.47","0","2117","1/1.66E6","-5.47","14.00","2260"
"240","2020ED","12 - 26*","2096-04-15 17:55","1/17761","-5.47","0","2096-2117","1/12195","-5.33","13.23","2091"
"241","2020GZ2","7 - 15*","2049-04-20 00:47","1/16806","-5.48","0","2049-2054","1/16666","-5.48","14.70","2049"
"242","2010VW194","13 - 29*","2079-11-12 19:43","1/39062","-5.48","0","2047-2121","1/10030","-4.94","13.34","5488"
"243","2025SU3","28 - 60*","2102-03-30 16:58","1/199203","-5.49","0","2093-2122","1/80000","-5.09","14.11","65"
"244","2023JF","8 - 18*","2077-05-10 07:08","1/13531","-5.49","0","2061-2108","1/6172","-5.16","13.11","932"
"245","2016BA15","13 - 28*","2056-07-18 21:13","1/92592","-5.49","0","2054-2118","1/60240","-5.36","19.42","3588"
"246","2024BX5","8 - 18*","2083-12-22 12:33","1/12019","-5.50","0","2083-2122","1/6172","-5.26","11.74","663"
"247","2019LW4","9 - 21*","2083-06-08 18:50","1/17301","-5.50","0","2083-2119","1/16000","-5.47","14.12","2354"
"248","2018XQ2","7 - 15*","2091-01-06 08:43","1/4566","-5.50","0","2068-2122","1/1472","-5.03","11.83","2540"
"249","2012WS3","17 - 40*","2117-05-23 07:05","1/51020","-5.50","0","2082-2122","1/29325","-5.24","14.23","4753"
"250","2022TG1","20 - 50*","2106-10-01 02:44","1/72463","-5.51","0","2101-2120","1/43103","-5.28","12.59","1149"
"251","2002TY59","18 - 40*","2110-10-03 10:52","1/91743","-5.51","0","2074-2118","1/59523","-5.32","13.88","5322"
"252","2023JK","30 - 70*","2096-05-17 06:21","1/297619","-5.51","0","2096","1/274725","-5.48","14.91","931"
"253","2020OR4","21 - 50*","2093-01-20 03:08","1/216919","-5.51","0","2093-2121","1/94339","-5.19","24.14","1948"
"254","2022SA11","5 - 12*","2097-09-18 05:30","1/2673","-5.53","0","2076-2121","1/1259","-5.20","12.96","1157"
"255","2017UL7","40 - 80*","2041-03-19 22:49","1/2.66E6","-5.53","0","2041","1/2.66E6","-5.53","19.68","2950"
"256","2007UN12","4 - 10*","2089-09-18 03:02","1/2173","-5.53","0","2089-2121","1/1607","-5.43","11.29","6252"
"257","2021LQ","40 - 80*","2112-05-29 18:22","1/980392","-5.54","0","2093-2112","1/787401","-5.44","26.69","1636"
"258","2019SX","3 - 8*","2077-09-21 08:08","1/2544","-5.55","0","2046-2121","1/1652","-5.33","18.26","2258"
"259","2016CD30","7 - 16*","2070-01-31 17:21","1/18552","-5.55","0","2056-2070","1/17361","-5.52","15.36","3581"
"260","2023XT20","19 - 40*","2111-07-20 06:17","1/167504","-5.56","0","2076-2111","1/91743","-5.30","20.40","706"
"261","2008YO2","22 - 50*","2120-12-25 01:58","1/213675","-5.56","0","2052-2121","1/82644","-5.07","19.90","6182"
"262","2018NW","8 - 17*","2117-07-09 03:35","1/16051","-5.56","0","2067-2117","1/4524","-4.97","23.91","2696"
"263","2021XV","2.6 - 6*","2045-11-30 05:26","1/2777","-5.56","0","2045-2118","1/2754","-5.56","15.46","1451"
"264","2020UO4","5 - 12*","2120-10-20 13:26","1/2008","-5.56","0","2118-2120","1/1757","-5.50","11.63","1859"
"265","2025HD2","40 - 100*","2111-12-19 03:43","1/925926","-5.57","0","2111","1/925925","-5.57","17.21","216"
"266","2024BZ15","15 - 30*","2031-11-06 16:02","1/769230","-5.57","0","2031-2121","1/248756","-5.43","15.94","647"
"267","2009CZ1","30 - 70*","2058-02-19 01:03","1/1.94E6","-5.57","0","2058-2118","1/1.09E6","-5.41","20.97","6138"
"268","2013WZ44","20 - 40*","2117-11-25 20:36","1/99009","-5.57","0","2111-2117","1/75187","-5.44","16.81","4379"
"269","2011BG10","14 - 30*","2051-01-24 09:48","1/178890","-5.58","0","2051-2074","1/96153","-5.32","16.63","5334"
"270","2020HL1","23 - 50*","2055-05-22 18:41","1/387596","-5.58","0","2055-2066","1/293255","-5.49","14.59","2046"
"271","2025SQ14","23 - 50*","2125-06-28 08:20","1/145985","-5.58","0","2066-2125","1/41152","-4.88","15.45","60"
"272","2025VX","11 - 24*","2091-11-11 21:20","1/24570","-5.58","0","2089-2124","1/22779","-5.55","12.85","16"
"273","2018GE2","11 - 24*","2074-10-31 09:33","1/31446","-5.59","0","2060-2122","1/12224","-5.26","12.74","2784"
"274","2024UU","22 - 50*","2088-10-21 15:55","1/215053","-5.60","0","2088","1/215053","-5.60","16.10","399"
"275","2014QC391","8 - 18*","2100-09-07 05:56","1/12562","-5.60","0","2085-2120","1/9174","-5.46","13.53","4101"
"276","2007CC27","10 - 23*","2075-02-12 10:03","1/46296","-5.60","0","2067-2096","1/12853","-5.10","15.60","6252"
"277","2024YH","23 - 50*","2101-05-16 17:48","1/185873","-5.61","0","2067-2121","1/55248","-5.12","15.20","340"
"278","2022XO1","13 - 29*","2099-12-14 01:23","1/37878","-5.61","0","2099-2120","1/31847","-5.55","14.32","1076"
"279","2025UV4","5 - 12*","2073-10-15 17:15","1/10548","-5.62","0","2063-2084","1/9259","-5.57","16.11","34"
"280","2021QY3","19 - 40*","2110-09-07 18:38","1/105708","-5.63","0","2089-2120","1/25839","-5.02","16.51","1546"
"281","2013HN158","30 - 70*","2053-04-11 18:04","1/884955","-5.63","0","2053-2107","1/884955","-5.63","11.18","1209"
"282","2008KO","40 - 80*","2052-06-01 14:22","1/3.19E6","-5.63","0","2049-2061","1/1.67E6","-5.34","26.06","6252"
"283","2023XN15","13 - 29*","2091-12-15 04:17","1/97087","-5.63","0","2087-2091","1/51282","-5.34","22.46","711"
"284","2020US7","19 - 40*","2036-04-16 03:42","1/571428","-5.63","0","2028-2122","1/61349","-5.06","13.46","1836"
"285","2022KK2","5 - 12*","2060-05-19 08:52","1/16181","-5.63","0","2060-2120","1/10615","-5.53","19.13","1281"
"286","2009JL2","17 - 40*","2057-05-13 16:20","1/243308","-5.63","0","2057-2113","1/229885","-5.62","17.01","6040"
"287","2016DA31","2.8 - 6*","2031-09-04 20:12","1/15576","-5.63","0","2028-2121","1/4901","-5.42","17.70","3527"
"288","2025FU9","13 - 29*","2101-03-22 13:07","1/45045","-5.64","0","2084-2125","1/15576","-5.20","13.75","244"
"289","2021VA9","13 - 29*","2097-05-17 22:48","1/38610","-5.65","0","2030-2106","1/38167","-5.65","13.12","1475"
"290","2022QC1","24 - 50*","2111-08-19 14:36","1/293255","-5.65","0","2103-2111","1/284090","-5.64","19.18","1192"
"291","2018EE9","16 - 40*","2115-03-09 15:16","1/97087","-5.65","0","2080-2115","1/93457","-5.63","19.47","2806"
"292","2021VB","20 - 40*","2100-10-20 23:41","1/92592","-5.66","0","2087-2113","1/20703","-5.03","12.80","1485"
"293","2011BF40","28 - 60*","2083-06-27 11:59","1/694444","-5.66","0","2083","1/694444","-5.66","21.61","5320"
"294","2011AK37","25 - 60*","2097-01-16 21:59","1/277777","-5.66","0","2097","1/277777","-5.66","16.31","2209"
"295","2012LJ","20 - 40*","2072-11-10 21:41","1/377358","-5.67","0","2051-2072","1/357142","-5.63","21.77","4917"
"296","2022SG5","17 - 40*","2116-03-12 03:02","1/186915","-5.67","0","2090-2116","1/128865","-5.49","26.72","1160"
"297","2020XA6","40 - 90*","2073-12-11 08:38","1/2.28E6","-5.67","0","2057-2073","1/1.49E6","-5.44","23.54","1807"
"298","2019NO2","6 - 14*","2102-07-04 02:17","1/6493","-5.67","0","2102-2117","1/6493","-5.67","14.18","2335"
"299","2024GO","13 - 30*","2073-04-05 14:08","1/319488","-5.68","0","2073-2084","1/312500","-5.67","31.80","600"
"300","2011BL45","10 - 23*","2071-08-01 12:05","1/26525","-5.68","0","2050-2118","1/12953","-5.38","11.31","5334"
"301","2013RO30","6 - 12*","2090-09-04 21:18","1/7092","-5.69","0","2083-2090","1/6944","-5.68","14.52","4463"
"302","2021JE1","13 - 30*","2064-06-03 15:53","1/74074","-5.69","0","2064-2121","1/17452","-5.25","13.85","1666"
"303","2012BL14","6 - 12*","2031-01-19 16:56","1/240384","-5.69","0","2028-2120","1/94339","-5.46","23.03","5057"
"304","2018NJ","7 - 16*","2083-07-10 01:19","1/13210","-5.70","0","2083-2119","1/6993","-5.43","12.62","2700"
"305","2008ST","10 - 23*","2116-09-25 15:45","1/16313","-5.70","0","2056-2121","1/7936","-5.31","11.64","6252"
"306","2019UT","7 - 16*","2106-10-25 12:55","1/10526","-5.70","0","2103-2112","1/5681","-5.43","15.61","2229"
"307","2008EV84","16 - 40*","2041-03-07 15:56","1/1.13E6","-5.70","0","2041-2106","1/1.12E6","-5.70","17.09","6252"
"308","2009FJ","29 - 60*","2117-03-15 05:01","1/260416","-5.70","0","2058-2121","1/117647","-5.28","14.33","6097"
"309","2010TW149","17 - 40*","2093-10-07 00:30","1/198807","-5.71","0","2068-2113","1/124223","-5.51","20.40","5520"
"310","2018PZ21","13 - 28*","2064-07-27 19:57","1/68027","-5.71","0","2057-2119","1/49019","-5.64","12.83","2659"
"311","2004GE2","140 - 300*","2106-05-03 01:58","1/3.28E7","-5.72","0","2103-2109","1/2.55E7","-5.61","23.40","2209"
"312","2019SC","10 - 22*","2051-09-16 03:34","1/93457","-5.72","0","2051","1/93457","-5.72","18.12","2259"
"313","2025VK5","6 - 13*","2088-11-13 06:28","1/13986","-5.72","0","2088-2098","1/13698","-5.71","16.85","10"
"314","2019NF7","7 - 15*","2080-07-07 22:36","1/13297","-5.73","0","2080","1/13297","-5.73","14.52","2323"
"315","2025TQ","4 - 10*","2102-10-03 01:38","1/4854","-5.73","0","2093-2107","1/4444","-5.69","14.97","54"
"316","2022EF3","8 - 17*","2088-03-06 06:15","1/18939","-5.74","0","2088","1/18939","-5.74","15.26","1359"
"317","2021GG1","13 - 30*","2108-09-13 05:08","1/66225","-5.74","0","2073-2120","1/22271","-5.25","18.56","1697"
"318","2012UU158","12 - 27*","2070-10-20 05:12","1/85470","-5.74","0","2038-2070","1/81300","-5.69","16.60","4778"
"319","2017YO5","16 - 40*","2107-12-24 22:01","1/70921","-5.75","0","2102-2119","1/42735","-5.55","13.37","2891"
"320","2019GX186","30 - 70*","2068-10-10 10:13","1/1.73E6","-5.75","0","2042-2083","1/1.29E6","-5.63","24.68","506"
"321","2022FP2","6 - 14*","2054-03-07 10:48","1/14970","-5.76","0","2054-2122","1/10857","-5.68","12.23","1339"
"322","2005TM173","40 - 80*","2052-11-16 01:43","1/2.11E6","-5.76","0","2025-2111","1/1E6","-5.29","15.51","6252"
"323","2021XU5","4 - 8*","2059-06-08 00:24","1/10537","-5.76","0","2040-2105","1/5617","-5.48","22.11","1445"
"324","2024AZ3","5 - 11*","2101-01-15 11:21","1/5208","-5.76","0","2089-2117","1/4219","-5.67","14.92","683"
"325","2024SN8","18 - 40*","2104-10-10 08:19","1/186219","-5.77","0","2078-2119","1/158478","-5.69","17.75","420"
"326","2024CD","22 - 50*","2093-01-13 12:30","1/251256","-5.77","0","2093","1/251256","-5.77","14.66","662"
"327","2015BW516","8 - 18*","2052-01-30 21:46","1/52356","-5.77","0","2052-2073","1/18518","-5.38","15.95","3826"
"328","2021DR","8 - 17*","2089-02-07 16:34","1/12547","-5.77","0","2058-2119","1/5319","-5.34","11.70","1741"
"329","2025PQ","8 - 17*","2084-07-29 16:03","1/25974","-5.77","0","2081-2125","1/23201","-5.74","15.47","115"
"330","2025UC6","3 - 8*","2121-10-18 01:14","1/1620","-5.77","0","2076-2125","1/847","-5.43","12.08","32"
"331","2023UM4","15 - 30*","2115-10-24 14:25","1/78740","-5.78","0","2115","1/69930","-5.73","14.52","767"
"332","2019AU6","14 - 30*","2097-01-13 16:46","1/56818","-5.78","0","2064-2118","1/43478","-5.61","14.16","2513"
"333","2006UU17","13 - 29*","2103-10-21 20:29","1/71942","-5.78","0","2075-2119","1/48309","-5.63","14.87","4642"
"334","2024YB","22 - 50*","2090-12-03 18:31","1/190476","-5.79","0","2090-2091","1/186219","-5.78","11.85","341"
"335","2017NT5","70 - 160*","2102-01-12 06:56","1/7.35E6","-5.79","0","2050-2121","1/1.95E6","-5.25","23.04","3057"
"336","2010CS19","7 - 15*","2104-02-13 15:55","1/10162","-5.79","0","2104-2116","1/9803","-5.78","13.09","5762"
"337","2019HS3","11 - 25*","2055-04-21 19:39","1/292397","-5.79","0","2055-2083","1/273224","-5.77","28.49","2402"
"338","2019FA","5 - 11*","2036-03-14 11:16","1/29239","-5.80","0","2036-2102","1/13404","-5.58","12.54","2445"
"339","2005VN5","11 - 24*","2071-11-12 13:38","1/51282","-5.80","0","2047-2120","1/17636","-5.33","12.97","6252"
"340","2024RQ10","8 - 17*","2096-09-14 22:33","1/23148","-5.81","0","2096-2116","1/22321","-5.80","15.73","442"
"341","2010JL88","12 - 26*","2082-05-18 21:18","1/98039","-5.81","0","2035-2122","1/12391","-5.00","18.61","5672"
"342","2018FE4","30 - 70*","2098-09-26 04:19","1/1.09E6","-5.81","0","2085-2101","1/584795","-5.54","23.52","2805"
"343","2021RF12","7 - 16*","2055-09-11 05:15","1/39682","-5.81","0","2055-2083","1/16313","-5.51","16.61","1535"
"344","2024RC16","8 - 17*","2062-09-09 02:11","1/83333","-5.81","0","2062","1/83333","-5.81","21.31","439"
"345","2012DJ54","6 - 13*","2068-02-24 13:55","1/10362","-5.81","0","2068-2122","1/4132","-5.54","12.43","5018"
"346","2006CD","210 - 500*","2026-07-12 07:52","1/2.13E9","-5.82","0","2026-2084","1/1.79E8","-5.50","15.44","6252"
"347","2007XZ9","27 - 60*","2068-11-28 00:30","1/980392","-5.82","0","2065-2113","1/704225","-5.68","17.17","6252"
"348","2018BN6","11 - 25*","2089-07-22 17:06","1/62893","-5.82","0","2073-2120","1/39525","-5.65","15.16","2858"
"349","2021UO1","7 - 16*","2046-10-25 10:54","1/83333","-5.82","0","2038-2110","1/54644","-5.65","21.62","1491"
"350","2018TB","29 - 70*","2103-10-08 12:15","1/408163","-5.83","0","2103","1/408163","-5.83","14.34","2610"
"351","2024HQ","4 - 8*","2082-04-20 10:26","1/4166","-5.83","0","2078-2103","1/3861","-5.80","13.36","586"
"352","2010UH","9 - 20*","2115-07-14 11:26","1/26809","-5.83","0","2047-2121","1/17271","-5.52","13.06","5517"
"353","2004PU42","10 - 23*","2085-08-17 01:27","1/68027","-5.83","0","2071-2121","1/12406","-5.11","15.07","6252"
"354","2025FR","24 - 50*","2115-03-14 09:25","1/427350","-5.83","0","2115","1/409836","-5.81","18.81","246"
"355","2020CO2","13 - 29*","2087-07-20 03:36","1/109170","-5.84","0","2048-2113","1/75187","-5.69","19.25","2110"
"356","2019JR2","11 - 25*","2114-05-01 19:04","1/43290","-5.84","0","2079-2122","1/34013","-5.72","17.42","2394"
"357","2023RH2","40 - 100*","2121-09-13 06:49","1/2.80E6","-5.84","0","2092-2121","1/2.44E6","-5.77","24.89","809"
"358","2022UT16","12 - 26*","2105-10-25 18:43","1/43478","-5.85","0","2105","1/43478","-5.85","13.70","1121"
"359","443104 2013XK22","40 - 90*","2101-06-20 07:38","1/847457","-5.85","0","2101-2102","1/847457","-5.85","13.14","3729"
"360","2017UA45","18 - 40*","2119-10-14 15:05","1/86956","-5.86","0","2099-2120","1/71942","-5.77","12.42","2945"
"361","2022QO","14 - 30*","2108-08-12 22:54","1/64935","-5.86","0","2108","1/64935","-5.86","14.56","1194"
"362","2024BP4","11 - 25*","2027-03-30 18:43","1/990099","-5.86","0","2027-2121","1/94339","-5.60","14.66","664"
"363","2023VZ","11 - 26*","2097-11-01 14:43","1/125786","-5.87","0","2097-2108","1/49504","-5.49","22.64","752"
"364","2011FQ6","8 - 17*","2075-03-23 23:31","1/32362","-5.87","0","2053-2115","1/18214","-5.69","15.34","5334"
"365","2020UT4","6 - 14*","2045-10-22 07:34","1/75187","-5.87","0","2045-2121","1/16181","-5.47","21.12","1859"
"366","2009WR52","6 - 12*","2060-11-22 13:00","1/16722","-5.87","0","2031-2122","1/9900","-5.64","12.43","5846"
"367","2007PR25","110 - 240*","2118-08-19 23:14","1/3.97E7","-5.87","0","2094-2118","1/2.44E7","-5.61","31.46","2260"
"368","2023FZ3","30 - 80*","2034-04-02 22:33","1/1.33E7","-5.87","0","2034","1/1.33E7","-5.87","22.80","976"
"369","2018TP5","19 - 40*","2100-10-04 15:00","1/187969","-5.87","0","2074-2113","1/69444","-5.39","15.58","2601"
"370","2024PN1","21 - 50*","2108-08-12 12:28","1/226244","-5.88","0","2107-2121","1/96153","-5.53","13.86","476"
"371","2022CS","18 - 40*","2072-01-27 22:13","1/325732","-5.88","0","2072","1/280112","-5.81","18.29","1391"
"372","2015MN11","30 - 80*","2081-06-26 12:41","1/2.10E6","-5.88","0","2081","1/1.94E6","-5.85","23.85","3812"
"373","2021XY3","13 - 29*","2072-12-06 12:33","1/169491","-5.88","0","2067-2074","1/117508","-5.73","20.27","1449"
"374","2009FG","21 - 50*","2077-12-24 12:57","1/332225","-5.88","0","2042-2120","1/111234","-5.41","14.43","6096"
"375","2024VF","9 - 21*","2112-05-02 16:36","1/24271","-5.89","0","2110-2113","1/14044","-5.65","11.99","389"
"376","2022XX","5 - 11*","2096-12-13 23:22","1/6024","-5.89","0","2090-2121","1/2747","-5.57","12.87","1080"
"377","2021WE6","20 - 40*","2119-11-14 11:04","1/156739","-5.89","0","2076-2119","1/103199","-5.60","16.00","1455"
"378","2019AH3","6 - 15*","2060-01-06 05:48","1/59880","-5.89","0","2060-2068","1/59171","-5.89","21.22","2516"
"379","2017VJ","30 - 80*","2119-11-01 12:46","1/666666","-5.89","0","2109-2121","1/184501","-5.33","16.05","2939"
"380","2023TW2","15 - 30*","2083-08-09 13:31","1/110132","-5.89","0","2063-2122","1/21598","-5.19","11.50","780"
"381","2007YM","15 - 30*","2026-11-29 03:37","1/4.83E6","-5.89","0","2026-2121","1/76335","-5.24","14.00","6252"
"382","2016TQ18","15 - 30*","2110-10-01 04:01","1/94339","-5.90","0","2110","1/94339","-5.90","14.73","3335"
"383","2007TL16","15 - 30*","2090-10-06 07:26","1/154798","-5.90","0","2074-2090","1/149700","-5.89","15.99","6252"
"384","2016GK2","8 - 17*","2096-03-26 17:38","1/21276","-5.90","0","2092-2118","1/17513","-5.81","14.43","3522"
"385","2025CY2","6 - 14*","2109-12-20 23:31","1/9803","-5.91","0","2064-2116","1/6329","-5.67","11.64","291"
"386","2007UD6","6 - 13*","2067-10-18 22:37","1/15999","-5.91","0","2061-2088","1/9523","-5.72","12.69","6252"
"387","2020GO1","8 - 18*","2109-04-02 20:56","1/18656","-5.91","0","2074-2121","1/9523","-5.61","13.10","2061"
"388","2020SW5","18 - 40*","2110-05-02 05:56","1/246913","-5.91","0","2099-2122","1/133333","-5.64","19.35","1885"
"389","2020UK2","11 - 25*","2096-10-11 00:03","1/48543","-5.92","0","2089-2118","1/38167","-5.82","13.50","1861"
"390","2022UD","10 - 22*","2118-10-17 08:50","1/47169","-5.92","0","2067-2120","1/11123","-5.20","15.76","1135"
"391","1994GV","9 - 20*","2051-04-11 15:54","1/81300","-5.92","0","2039-2122","1/11123","-5.25","13.87","6252"
"392","2018LR3","15 - 30*","2119-06-28 09:21","1/65359","-5.93","0","2077-2122","1/64516","-5.92","11.93","2722"
"393","2019RT3","25 - 60*","2087-09-11 01:16","1/392156","-5.93","0","2075-2115","1/313479","-5.83","13.54","2266"
"394","2019BU1","16 - 40*","2062-01-21 18:50","1/362318","-5.93","0","2062","1/362318","-5.93","18.19","2496"
"395","2010HV20"," 465 ","2116-05-05 14:58","1/4.03E7","-5.93","0","2116","1/3.75E7","-5.90","27.14","2260"
"396","2023FH7","5 - 10*","2073-04-01 00:35","1/11312","-5.93","0","2073-2076","1/11312","-5.93","13.93","973"
"397","2023HZ5","7 - 17*","2089-04-19 02:22","1/20833","-5.94","0","2077-2095","1/20661","-5.93","12.81","944"
"398","2017MZ8","90 - 190*","2026-10-16 16:55","1/3.97E8","-5.94","0","2026-2121","1/4.57E7","-5.74","14.69","3067"
"399","2025VA1","6 - 13*","2082-11-10 14:12","1/24570","-5.95","0","2060-2124","1/14388","-5.68","17.97","16"
"400","2023XZ13","6 - 14*","2059-12-10 00:27","1/29498","-5.95","0","2059-2117","1/21786","-5.87","14.04","712"
"401","2017RZ15","10 - 23*","2106-09-04 20:19","1/37735","-5.95","0","2070-2121","1/17331","-5.58","13.66","2207"
"402","2019KJ4","10 - 22*","2066-06-03 14:03","1/55865","-5.96","0","2059-2122","1/11792","-5.47","12.24","2369"
